EventID,X,Y,Z,Magnitude
1,2498.16047538945,6494.563273866794,-1175.004222525074,3.0525782734886957
2,4802.857225639665,6331.648384925613,-2538.720011003221,2.3371698141367725
3,3927.9757672456203,5704.61565001144,-2133.4007640752843,4.357994099455763
4,3394.6339367881465,7429.066680405952,-1341.7984078554543,1.3759138039369527
5,1624.0745617697462,6906.496642034515,-1794.7766386888002,2.8514256639957627
6,1623.9780813448106,8462.803969296016,-1153.5724034127654,3.3008400599608905
7,1232.3344486727979,5128.438321928233,-596.980246942851,3.8022579573815265
8,4464.704583099741,7575.471710220505,-2708.633280712006,2.1278841217120283
9,3404.4600469728352,8051.7955140462445,-1226.0807090048477,3.247687630629926
10,3832.290311184182,8037.946276753228,-2424.139610919714,1.712805885537131
11,1082.33797718321,8544.2958683821,-1963.8081814810769,2.241904369447281
12,4879.639408647978,7916.134971317976,-2917.8431855121503,4.082508524813597
13,4329.770563201687,8711.240246590785,-2660.2315442682525,4.299630437323817
14,1849.3564427131046,6330.626399283566,-2200.5567773777507,3.375269387709059
15,1727.2998688284024,7012.8376670061725,-2145.035486780038,1.99740756310474
16,1733.6180394137352,5056.318653131562,-751.0369588447606,3.780231159898656
17,2216.968971838151,5027.8303492131645,-1145.4677268337123,0.6034683269016807
18,3099.0257265289515,5960.50648180608,-569.5425795323972,0.9109836421576842
19,2727.780074568463,5403.228788556341,-1502.3212241618987,3.1454949455014445
20,2164.9165607921677,6040.845471743014,-2395.715669771705,1.6649943010802297
21,3447.411578889518,5708.1731781135895,-2180.8624251958927,4.305544873601911
22,1557.9754426081672,5114.080099354593,-2200.4101917700823,2.244242448369219
23,2168.5785941408726,8637.216585624197,-2183.764180841871,2.217459281556708
24,2465.4473731747667,5032.892525555566,-1317.5895672204608,3.212318040763725
25,2824.2799368681435,7944.328577348342,-1672.9801797739594,3.5702742492247586
26,4140.703845572054,5608.5915476780665,-2036.4395547833892,2.402234952500546
27,1798.6951286334388,8648.9184879984,-2627.2755781782084,1.3560036068468966
28,3056.9377536544466,8571.183758359542,-2944.652092644635,3.5932345709024864
29,3369.6582754481697,7615.604585477029,-2452.9133060307686,1.7814050994945103
30,1185.8016508799908,7688.93659920242,-2731.321490078297,1.2004430771754304
31,3430.1794076057536,5021.3565678787545,-1036.3874228694015,3.026560759700053
32,1682.0964947491661,8939.486264454408,-2718.7551054652868,0.8618146679614016
33,1260.206371941118,8511.330414303258,-1189.4294067329097,4.38541070034422
34,4795.542149013333,8580.424902920367,-2035.8532755597935,3.029589057648548
35,4862.528132298237,7636.978148203488,-2816.55402564056,4.443582083687023
36,4233.589392465845,6379.147714618146,-968.1748764210356,1.8555736939145442
37,2218.4550766934826,8574.594596361923,-1550.9235744084667,4.384820644761591
38,1390.6884560255355,6166.067712604769,-2410.5962178410673,1.0822489909144943
39,3736.9321060486277,7250.846173368811,-763.29706416833,0.6627790893881138
40,2760.6099749584055,5398.92388937553,-2886.8542153236212,0.6319362418184102
41,1488.1529393791152,8687.822520531001,-2495.450979505593,2.3594814823969084
42,2980.707640445081,5563.081831084854,-1119.8826804853475,0.8320167899143791
43,1137.5540844608736,5899.587222921629,-1226.5551742252771,2.548671536670407
44,4637.281608315128,7232.53663251286,-2276.820765688805,1.810002014035602
45,2035.1199264000677,8056.372000851927,-2844.9378116180424,1.8425159698964624
46,3650.089137415928,7477.405223745196,-854.8048194376406,3.042435986180679
47,2246.8443043576435,5928.535651200625,-2215.7559048252433,1.1523920246064807
48,3080.272084711243,5003.772170109962,-2510.716462679337,3.566213481358924
49,3186.841117373119,8028.602321229757,-1709.8454440975572,2.828123679114539
50,1739.4178221021082,8940.829303644376,-724.4320017938817,4.159778515390044
51,4878.338511058235,8239.652481224362,-2891.1335553915615,1.9593626150700936
52,4100.531293444458,6840.8264726264615,-1085.4897799227806,4.430859968268502
53,4757.995766256756,8615.069045596427,-1568.8169301532278,2.803310586856093
54,4579.309401710596,6639.3906924734,-1936.3772086204576,4.393607824750135
55,3391.5999152443405,7099.7363369738705,-1139.79888973735,0.6082426161884613
56,4687.496940092467,6908.519069582733,-585.4389388959194,3.411905289649552
57,1353.970008207678,6790.4954906621,-2426.9844720932724,3.766486097170945
58,1783.9314496765808,8100.763077175623,-2640.881587319701,0.7126931467059503
59,1180.9091556421522,7107.075629077968,-717.7956369432573,2.815878656064983
60,2301.3213230530573,6266.868488100864,-1327.6173063567408,3.7077691743577934
61,2554.709158757928,6032.632670633913,-1905.0349460950852,2.744154900892291
62,2085.3961270955833,5150.989267869733,-1566.8510743392924,0.7552543616218665
63,4314.950036607717,7332.780647532184,-1135.96523705939,3.273788963593246
64,2427.0133067743573,5919.845661604137,-1067.420253235707,0.7423876586932345
65,2123.738038749523,5592.535688065533,-700.2645479525886,3.769875580065754
66,3170.784332632994,7615.31985531071,-1932.8930277609434,0.6721367332267776
67,1563.6968998990505,7724.837031286195,-2266.4727249515126,1.0495895240414832
68,4208.787923016159,8008.619569030664,-1400.8393330253953,1.600430362093074
69,1298.2025747190833,7014.307585354366,-1960.680251801174,3.0334591690432
70,4947.54774640207,8576.218420815547,-1513.5038651275552,4.405436398525223
71,4088.9790771866296,8745.37101359291,-1950.0355038601244,0.9712914104797377
72,1794.8627261366896,8229.483759169958,-2617.510533304564,1.0708306768556737
73,1022.0884684944097,7542.373928032749,-1826.433120852604,1.9754815868039213
74,4261.845713819337,6214.8838143647545,-1272.705445147418,3.844876551021281
75,3827.4293753904685,8931.779686480884,-1001.7904808308754,2.3689238110032567
76,3916.028672163949,6096.544668767753,-1766.6843080086328,1.7864424010232867
77,4085.081386743783,5810.627687961724,-2586.9052744739975,2.744815328835445
78,1296.1786069363616,6768.616455146331,-1963.280725876421,1.5420927897830001
79,2433.8629141770907,5227.362282849554,-1034.2651778957545,2.1046396289900837
80,1463.476238100519,8913.977858687163,-1967.851823457318,1.8304205969281675
81,4452.413703502374,7353.734225665699,-1258.6730159894441,3.7165640896585836
82,3493.1925073102316,7227.808366656701,-1731.9657958047756,4.197022905752004
83,2323.592099410597,7623.18511959888,-2396.9421872265084,3.5382887686276474
84,1254.2334011440946,6988.0945911088265,-1009.6237299423142,2.256334304119934
85,2243.929286862649,5128.254068378166,-2789.466364823282,2.517339909986655
86,2300.733288106988,7449.2451553615865,-1687.7742931121236,1.0002947757177427
87,3918.4247133522563,7864.695507825722,-2477.7724143914875,3.487458844538151
88,3550.2298854208525,6666.996242496212,-2832.3359286465607,2.8859027175801764
89,4548.850970305306,8029.182288284772,-1742.665157291878,4.109759984549745
90,2888.859700647797,5908.005197353683,-1751.094610162691,1.3024445743006128
91,1478.3769837532068,5885.106364264736,-1232.747745810698,3.5389044877304485
92,3852.97914889198,5645.667950750296,-1138.1232673702377,3.238686646876759
93,4043.14019446759,6487.979039156648,-1180.5212782677581,1.5633821352390087
94,3245.108790277985,8388.048141556334,-1976.1031677081123,3.1695145581633004
95,4083.868719818244,8311.648248596257,-1420.7755319335936,4.197493522306598
96,2975.182385457563,6531.296831854015,-1557.6368933900992,4.1737439506684755
97,3090.9313175279763,7356.474943920946,-1946.095609707701,3.3785062980645653
98,2710.1640734341986,7883.265265899663,-1506.968264535017,0.6922924501362404
99,1101.6765069763808,5964.827098512092,-631.8803082343438,3.989057349280646
100,1431.5657079732177,5672.564343578988,-2517.7656407965565,3.1311144280181598
101,1125.716742746937,8888.383972849244,-735.5697605361843,1.7417370127309377
102,3545.6416450551214,7470.229252838474,-2866.361215042004,1.2490014468227972
103,2257.4239243053066,8925.662887334656,-2229.026967745848,0.9648154519892684
104,3034.282764658811,6351.023948528917,-2279.6368784711794,0.7009475970310439
105,4630.265895704372,7812.126799896526,-1434.0872302977357,3.516412991803026
106,1997.1689165955,5890.4145461649505,-2671.937620556774,1.4433719957731013
107,2641.531692142519,6044.800685095652,-794.1309704006158,0.5970117441730203
108,4022.2045541721945,7047.6084850784955,-928.6214788373968,2.089082607367957
109,1915.1926619664898,6278.472502032285,-1369.8354507868055,2.4304283223693557
110,1307.919639315172,5670.486255362338,-1853.9654205195056,1.1769209236005076
111,2159.005811655072,6051.522807957304,-667.6098946448042,0.6761933446501991
112,1644.8851490160177,5142.993577863459,-923.1336131986104,1.2565019323922755
113,4718.790609370292,7817.694485909946,-1751.712129796888,3.2164110473462975
114,4232.481518257668,6968.466628343446,-1245.316613864222,0.8289747090048256
115,3533.615026041694,5376.972265618102,-1582.6751195507886,2.7201481222279753
116,4485.84236075087,5686.775972513965,-1530.1444040293386,1.0856479516326667
117,4214.688307596458,5410.138152450576,-2172.559826406322,1.2827566943216775
118,1746.2802355441434,7450.371233103506,-1844.7884884377581,2.0723115330667947
119,4570.235993959911,5376.841454449976,-2804.6964230256394,0.9033013442149254
120,3157.3689676626027,8017.129332140865,-2106.628270838519,1.1928140111288514
121,4229.7606206562505,5082.043677281565,-1260.4287115946202,1.8958096458054166
122,4584.365199693973,5997.503151983568,-616.9599237345342,1.8186760219934675
123,2272.0138998874554,8562.66670356763,-592.3397180924494,3.4970859427029275
124,1440.207698110707,7874.125272488984,-1610.692827187771,0.7991292205056975
125,1911.7406501677667,5291.873331702751,-1483.444370476045,3.941802942665374
126,2708.431154505025,8284.50441794072,-2535.6970362475813,3.7649286829578195
127,4272.059063689972,6972.140486160819,-1261.7297297661733,3.5639665587677536
128,4442.9223330253735,8387.132108675316,-2823.353018314034,1.73748944985253
129,1027.8085221247627,7402.959097801573,-2288.2857855013885,3.79152714216315
130,3042.989210310263,7727.332128131435,-1329.0916317863944,1.2312083211571232
131,2669.644012595116,8974.006241582832,-2224.2246711412768,0.997636823420113
132,1888.4312418829209,5929.342183696072,-2875.3828147138643,0.6798253339579494
133,1479.4614693347312,7495.782299045553,-920.3239766225906,4.257241452022304
134,2350.460685614512,6841.285560229593,-2224.174982163592,1.7320435908210947
135,4771.638815650076,5157.807811690765,-2842.236937853304,4.170471520711624
136,2292.811728083021,5057.88256601146,-2813.029588742837,1.5904542460773188
137,3075.162486973464,5476.914311271435,-2370.603003028116,4.130263837345398
138,3812.0758355807116,7596.366962154192,-2554.9601319461844,4.115716211384353
139,2454.518409517176,7268.652351653569,-1064.2497055496228,4.1947041800428515
140,4887.128330883843,7213.7182446549095,-2195.789883332414,2.484613757136775
141,4849.789179768445,5127.42705011304,-988.2605374004188,3.963785147195568
142,2007.1291833014566,6877.211985440028,-2565.385005442118,4.303063584669281
143,2988.9940235695417,8698.491271370114,-1767.8020511397906,1.798467767588718
144,2203.5132392670785,6590.367477242587,-1279.9071661171781,2.1754976227302203
145,2139.3619775098705,7499.689879153825,-1370.022865335363,3.376960749342976
146,1147.5477894181313,8119.274702492574,-1497.176475174328,1.7014392868932036
147,3438.2573359195876,8135.70111656755,-687.9459951720755,3.515237235650636
148,3010.716092915446,7077.120329581086,-2428.687130733139,0.7955685808541357
149,1205.9150049999573,8431.807781609346,-1765.7019888447367,2.593993537154169
150,2114.585856946446,6565.512373454988,-790.018624818978,0.9892539363349808
